Date,Consumer Items,Values
1/8/2022,Coffee/Tea With Milk (Per Cup),1.27
1/9/2022,Coffee/Tea With Milk (Per Cup),1.27
1/10/2022,Coffee/Tea With Milk (Per Cup),1.27
1/11/2022,Coffee/Tea With Milk (Per Cup),1.27
1/12/2022,Coffee/Tea With Milk (Per Cup),1.27
1/1/2014,Cod Fish (Per Kilogram),49.07
1/2/2014,Cod Fish (Per Kilogram),48.36
1/3/2014,Cod Fish (Per Kilogram),47.83
1/4/2014,Cod Fish (Per Kilogram),48.42
1/5/2014,Cod Fish (Per Kilogram),48.5
1/6/2014,Cod Fish (Per Kilogram),48.68
1/7/2014,Cod Fish (Per Kilogram),48.48
1/8/2014,Cod Fish (Per Kilogram),49.24
1/9/2014,Cod Fish (Per Kilogram),48.45
1/10/2014,Cod Fish (Per Kilogram),48.42
1/11/2014,Cod Fish (Per Kilogram),48.72
1/12/2014,Cod Fish (Per Kilogram),49.04
1/1/2015,Cod Fish (Per Kilogram),49.79
1/2/2015,Cod Fish (Per Kilogram),50.24
1/3/2015,Cod Fish (Per Kilogram),49.7
1/4/2015,Cod Fish (Per Kilogram),50.39
1/5/2015,Cod Fish (Per Kilogram),49.39
1/6/2015,Cod Fish (Per Kilogram),49.71
1/7/2015,Cod Fish (Per Kilogram),50.53
1/8/2015,Cod Fish (Per Kilogram),52.75
1/9/2015,Cod Fish (Per Kilogram),54.14
1/10/2015,Cod Fish (Per Kilogram),53.9
1/11/2015,Cod Fish (Per Kilogram),53.78
1/12/2015,Cod Fish (Per Kilogram),55.05
1/1/2016,Cod Fish (Per Kilogram),56.47
1/2/2016,Cod Fish (Per Kilogram),55.87
1/3/2016,Cod Fish (Per Kilogram),55.39
1/4/2016,Cod Fish (Per Kilogram),55.9
1/5/2016,Cod Fish (Per Kilogram),59.38
1/6/2016,Cod Fish (Per Kilogram),59.64
1/7/2016,Cod Fish (Per Kilogram),60.51
1/8/2016,Cod Fish (Per Kilogram),60.89
1/9/2016,Cod Fish (Per Kilogram),62.35
1/10/2016,Cod Fish (Per Kilogram),61.66
1/11/2016,Cod Fish (Per Kilogram),62.09
1/12/2016,Cod Fish (Per Kilogram),64.01
1/1/2017,Cod Fish (Per Kilogram),65.38
1/2/2017,Cod Fish (Per Kilogram),64.2
1/3/2017,Cod Fish (Per Kilogram),65.73
1/4/2017,Cod Fish (Per Kilogram),65.77
1/5/2017,Cod Fish (Per Kilogram),65.46
1/6/2017,Cod Fish (Per Kilogram),64.51
1/7/2017,Cod Fish (Per Kilogram),65.26
1/8/2017,Cod Fish (Per Kilogram),64.27
1/9/2017,Cod Fish (Per Kilogram),64.82
1/10/2017,Cod Fish (Per Kilogram),64.66
1/11/2017,Cod Fish (Per Kilogram),65.16
1/12/2017,Cod Fish (Per Kilogram),65.42
1/1/2018,Cod Fish (Per Kilogram),65.25
1/2/2018,Cod Fish (Per Kilogram),65.79
1/3/2018,Cod Fish (Per Kilogram),64.8
1/4/2018,Cod Fish (Per Kilogram),64.92
1/5/2018,Cod Fish (Per Kilogram),65.22
1/6/2018,Cod Fish (Per Kilogram),65.64
1/7/2018,Cod Fish (Per Kilogram),65.9
1/8/2018,Cod Fish (Per Kilogram),64.93
1/9/2018,Cod Fish (Per Kilogram),65.08
1/10/2018,Cod Fish (Per Kilogram),65.65
1/11/2018,Cod Fish (Per Kilogram),65.41
1/12/2018,Cod Fish (Per Kilogram),66.07
1/1/2019,Cod Fish (Per Kilogram),66.55
1/2/2019,Cod Fish (Per Kilogram),65
1/3/2019,Cod Fish (Per Kilogram),65.81
1/4/2019,Cod Fish (Per Kilogram),65.39
1/5/2019,Cod Fish (Per Kilogram),66.71
1/6/2019,Cod Fish (Per Kilogram),66.38
1/7/2019,Cod Fish (Per Kilogram),66.08
1/8/2019,Cod Fish (Per Kilogram),66.33
1/9/2019,Cod Fish (Per Kilogram),66.09
1/10/2019,Cod Fish (Per Kilogram),66.46
1/11/2019,Cod Fish (Per Kilogram),65.74
1/12/2019,Cod Fish (Per Kilogram),66.17
1/1/2020,Cod Fish (Per Kilogram),66.97
1/2/2020,Cod Fish (Per Kilogram),65.99
1/3/2020,Cod Fish (Per Kilogram),65.72
1/4/2020,Cod Fish (Per Kilogram),66.78
1/5/2020,Cod Fish (Per Kilogram),63.79
1/6/2020,Cod Fish (Per Kilogram),65.77
1/7/2020,Cod Fish (Per Kilogram),65.54
1/8/2020,Cod Fish (Per Kilogram),64.99
1/9/2020,Cod Fish (Per Kilogram),65.6
1/10/2020,Cod Fish (Per Kilogram),65.79
1/11/2020,Cod Fish (Per Kilogram),64.72
1/12/2020,Cod Fish (Per Kilogram),65.91
1/1/2021,Cod Fish (Per Kilogram),65.75
1/2/2021,Cod Fish (Per Kilogram),65.47
1/3/2021,Cod Fish (Per Kilogram),64.44
1/4/2021,Cod Fish (Per Kilogram),62.52
1/5/2021,Cod Fish (Per Kilogram),62.39
1/6/2021,Cod Fish (Per Kilogram),61.73
1/7/2021,Cod Fish (Per Kilogram),60.65
1/8/2021,Cod Fish (Per Kilogram),60.96
1/9/2021,Cod Fish (Per Kilogram),62.84
1/10/2021,Cod Fish (Per Kilogram),62.84
1/11/2021,Cod Fish (Per Kilogram),65.57
1/12/2021,Cod Fish (Per Kilogram),66.44
1/1/2022,Cod Fish (Per Kilogram),68.2
1/2/2022,Cod Fish (Per Kilogram),65.88
1/3/2022,Cod Fish (Per Kilogram),66.27
1/4/2022,Cod Fish (Per Kilogram),66.9
1/5/2022,Cod Fish (Per Kilogram),66.76
1/6/2022,Cod Fish (Per Kilogram),66.32
1/7/2022,Cod Fish (Per Kilogram),65.76
1/8/2022,Cod Fish (Per Kilogram),65.91
1/9/2022,Cod Fish (Per Kilogram),64.91
1/10/2022,Cod Fish (Per Kilogram),65.06
1/11/2022,Cod Fish (Per Kilogram),65.12
1/12/2022,Cod Fish (Per Kilogram),65.27
1/1/2014,Cigarettes (Per Pack),11.05
1/2/2014,Cigarettes (Per Pack),11.19
1/3/2014,Cigarettes (Per Pack),11.65
1/4/2014,Cigarettes (Per Pack),11.99
1/5/2014,Cigarettes (Per Pack),11.99
1/6/2014,Cigarettes (Per Pack),11.99
1/7/2014,Cigarettes (Per Pack),11.99
1/8/2014,Cigarettes (Per Pack),11.99
1/9/2014,Cigarettes (Per Pack),11.99
1/10/2014,Cigarettes (Per Pack),11.99
1/11/2014,Cigarettes (Per Pack),11.99
1/12/2014,Cigarettes (Per Pack),11.99
1/1/2015,Cigarettes (Per Pack),11.99
1/2/2015,Cigarettes (Per Pack),11.99
1/3/2015,Cigarettes (Per Pack),11.99
1/4/2015,Cigarettes (Per Pack),11.99
1/5/2015,Cigarettes (Per Pack),11.99
1/6/2015,Cigarettes (Per Pack),11.99
1/7/2015,Cigarettes (Per Pack),11.99
1/8/2015,Cigarettes (Per Pack),11.99
1/9/2015,Cigarettes (Per Pack),11.99
1/10/2015,Cigarettes (Per Pack),11.99
1/11/2015,Cigarettes (Per Pack),11.99
1/12/2015,Cigarettes (Per Pack),11.99
1/1/2016,Cigarettes (Per Pack),11.99
1/2/2016,Cigarettes (Per Pack),11.99
1/3/2016,Cigarettes (Per Pack),11.99
1/4/2016,Cigarettes (Per Pack),12.03
1/5/2016,Cigarettes (Per Pack),12.06
1/6/2016,Cigarettes (Per Pack),12.06
1/7/2016,Cigarettes (Per Pack),12.06
1/8/2016,Cigarettes (Per Pack),12.06
1/9/2016,Cigarettes (Per Pack),12.06
1/10/2016,Cigarettes (Per Pack),12.06
1/11/2016,Cigarettes (Per Pack),12.06
1/12/2016,Cigarettes (Per Pack),12.06
1/1/2017,Cigarettes (Per Pack),12.06
1/2/2017,Cigarettes (Per Pack),12.06
1/3/2017,Cigarettes (Per Pack),12.1
1/4/2017,Cigarettes (Per Pack),12.12
1/5/2017,Cigarettes (Per Pack),12.12
1/6/2017,Cigarettes (Per Pack),12.12
1/7/2017,Cigarettes (Per Pack),12.12
1/8/2017,Cigarettes (Per Pack),12.12
1/9/2017,Cigarettes (Per Pack),12.12
1/10/2017,Cigarettes (Per Pack),12.12
1/11/2017,Cigarettes (Per Pack),12.12
1/12/2017,Cigarettes (Per Pack),12.12
1/1/2018,Cigarettes (Per Pack),12.12
1/2/2018,Cigarettes (Per Pack),12.3
1/3/2018,Cigarettes (Per Pack),13.21
1/4/2018,Cigarettes (Per Pack),13.2
1/5/2018,Cigarettes (Per Pack),13.2
1/6/2018,Cigarettes (Per Pack),13.18
1/7/2018,Cigarettes (Per Pack),13.18
1/8/2018,Cigarettes (Per Pack),13.18
1/9/2018,Cigarettes (Per Pack),13.18
1/10/2018,Cigarettes (Per Pack),13.18
1/11/2018,Cigarettes (Per Pack),13.18
1/12/2018,Cigarettes (Per Pack),13.18
1/1/2019,Cigarettes (Per Pack),13.11
1/2/2019,Cigarettes (Per Pack),13.08
1/3/2019,Cigarettes (Per Pack),13.09
1/4/2019,Cigarettes (Per Pack),13.09
1/5/2019,Cigarettes (Per Pack),13.09
1/6/2019,Cigarettes (Per Pack),13.09
1/7/2019,Cigarettes (Per Pack),13.06
1/8/2019,Cigarettes (Per Pack),13.06
1/9/2019,Cigarettes (Per Pack),13.06
1/10/2019,Cigarettes (Per Pack),13.06
1/11/2019,Cigarettes (Per Pack),13.06
1/12/2019,Cigarettes (Per Pack),13.06
1/1/2020,Cigarettes (Per Pack),13.06
1/2/2020,Cigarettes (Per Pack),13.06
1/3/2020,Cigarettes (Per Pack),13.06
1/4/2020,Cigarettes (Per Pack),13.06
1/5/2020,Cigarettes (Per Pack),13.06
1/6/2020,Cigarettes (Per Pack),13.06
1/7/2020,Cigarettes (Per Pack),13.06
1/8/2020,Cigarettes (Per Pack),13.06
1/9/2020,Cigarettes (Per Pack),13.06
1/10/2020,Cigarettes (Per Pack),13.06
1/11/2020,Cigarettes (Per Pack),13.06
1/12/2020,Cigarettes (Per Pack),13.06
1/1/2021,Cigarettes (Per Pack),13.06
1/2/2021,Cigarettes (Per Pack),13.06
1/3/2021,Cigarettes (Per Pack),13.06
1/4/2021,Cigarettes (Per Pack),13.06
1/5/2021,Cigarettes (Per Pack),13.06
1/6/2021,Cigarettes (Per Pack),13.06
1/7/2021,Cigarettes (Per Pack),13.06
1/8/2021,Cigarettes (Per Pack),13.06
1/9/2021,Cigarettes (Per Pack),13.06
1/10/2021,Cigarettes (Per Pack),13.06
1/11/2021,Cigarettes (Per Pack),13.06
1/12/2021,Cigarettes (Per Pack),13.06
1/1/2022,Cigarettes (Per Pack),13.06
1/2/2022,Cigarettes (Per Pack),13.06
1/3/2022,Cigarettes (Per Pack),13.27
1/4/2022,Cigarettes (Per Pack),13.27
1/5/2022,Cigarettes (Per Pack),13.27
1/6/2022,Cigarettes (Per Pack),13.27
1/7/2022,Cigarettes (Per Pack),13.27
1/8/2022,Cigarettes (Per Pack),13.27
1/9/2022,Cigarettes (Per Pack),13.27
1/10/2022,Cigarettes (Per Pack),13.27
1/11/2022,Cigarettes (Per Pack),13.27
1/12/2022,Cigarettes (Per Pack),13.27
1/1/2014,Chinese Kale (Kailan) (Per Kilogram),5.15
1/2/2014,Chinese Kale (Kailan) (Per Kilogram),4.97
1/3/2014,Chinese Kale (Kailan) (Per Kilogram),5.12
1/4/2014,Chinese Kale (Kailan) (Per Kilogram),5.35
1/5/2014,Chinese Kale (Kailan) (Per Kilogram),5.27
1/6/2014,Chinese Kale (Kailan) (Per Kilogram),5.15
1/7/2014,Chinese Kale (Kailan) (Per Kilogram),5.17
1/8/2014,Chinese Kale (Kailan) (Per Kilogram),5.16
1/9/2014,Chinese Kale (Kailan) (Per Kilogram),5.08
1/10/2014,Chinese Kale (Kailan) (Per Kilogram),5.16
1/11/2014,Chinese Kale (Kailan) (Per Kilogram),4.99
1/12/2014,Chinese Kale (Kailan) (Per Kilogram),5.14
1/1/2015,Chinese Kale (Kailan) (Per Kilogram),5.26
1/2/2015,Chinese Kale (Kailan) (Per Kilogram),5.11
1/3/2015,Chinese Kale (Kailan) (Per Kilogram),5.15
1/4/2015,Chinese Kale (Kailan) (Per Kilogram),5.16
1/5/2015,Chinese Kale (Kailan) (Per Kilogram),5.19
1/6/2015,Chinese Kale (Kailan) (Per Kilogram),5.05
1/7/2015,Chinese Kale (Kailan) (Per Kilogram),5.13
1/8/2015,Chinese Kale (Kailan) (Per Kilogram),5.27
1/9/2015,Chinese Kale (Kailan) (Per Kilogram),5.07
1/10/2015,Chinese Kale (Kailan) (Per Kilogram),5.16
1/11/2015,Chinese Kale (Kailan) (Per Kilogram),5.16
1/12/2015,Chinese Kale (Kailan) (Per Kilogram),5.28
1/1/2016,Chinese Kale (Kailan) (Per Kilogram),5.51
1/2/2016,Chinese Kale (Kailan) (Per Kilogram),6.17
1/3/2016,Chinese Kale (Kailan) (Per Kilogram),6.04
1/4/2016,Chinese Kale (Kailan) (Per Kilogram),5.93
1/5/2016,Chinese Kale (Kailan) (Per Kilogram),6.07
1/6/2016,Chinese Kale (Kailan) (Per Kilogram),5.87
1/7/2016,Chinese Kale (Kailan) (Per Kilogram),5.77
1/8/2016,Chinese Kale (Kailan) (Per Kilogram),5.72
1/9/2016,Chinese Kale (Kailan) (Per Kilogram),5.67
1/10/2016,Chinese Kale (Kailan) (Per Kilogram),5.79
1/11/2016,Chinese Kale (Kailan) (Per Kilogram),6.02
1/12/2016,Chinese Kale (Kailan) (Per Kilogram),6.14
1/1/2017,Chinese Kale (Kailan) (Per Kilogram),6.13
1/2/2017,Chinese Kale (Kailan) (Per Kilogram),5.93
1/3/2017,Chinese Kale (Kailan) (Per Kilogram),5.91
1/4/2017,Chinese Kale (Kailan) (Per Kilogram),5.68
1/5/2017,Chinese Kale (Kailan) (Per Kilogram),5.71
1/6/2017,Chinese Kale (Kailan) (Per Kilogram),5.86
1/7/2017,Chinese Kale (Kailan) (Per Kilogram),5.8
1/8/2017,Chinese Kale (Kailan) (Per Kilogram),5.56
1/9/2017,Chinese Kale (Kailan) (Per Kilogram),5.83
1/10/2017,Chinese Kale (Kailan) (Per Kilogram),5.79
1/11/2017,Chinese Kale (Kailan) (Per Kilogram),5.87
1/12/2017,Chinese Kale (Kailan) (Per Kilogram),5.73
1/1/2018,Chinese Kale (Kailan) (Per Kilogram),5.73
1/2/2018,Chinese Kale (Kailan) (Per Kilogram),5.5
1/3/2018,Chinese Kale (Kailan) (Per Kilogram),5.79
1/4/2018,Chinese Kale (Kailan) (Per Kilogram),5.61
1/5/2018,Chinese Kale (Kailan) (Per Kilogram),5.54
1/6/2018,Chinese Kale (Kailan) (Per Kilogram),5.46
1/7/2018,Chinese Kale (Kailan) (Per Kilogram),5.55
1/8/2018,Chinese Kale (Kailan) (Per Kilogram),5.39
1/9/2018,Chinese Kale (Kailan) (Per Kilogram),5.52
1/10/2018,Chinese Kale (Kailan) (Per Kilogram),5.46
1/11/2018,Chinese Kale (Kailan) (Per Kilogram),5.55
1/12/2018,Chinese Kale (Kailan) (Per Kilogram),5.37
1/1/2019,Chinese Kale (Kailan) (Per Kilogram),4.98
1/2/2019,Chinese Kale (Kailan) (Per Kilogram),5.03
1/3/2019,Chinese Kale (Kailan) (Per Kilogram),5.04
1/4/2019,Chinese Kale (Kailan) (Per Kilogram),5.05
1/5/2019,Chinese Kale (Kailan) (Per Kilogram),5.09
1/6/2019,Chinese Kale (Kailan) (Per Kilogram),5.07
1/7/2019,Chinese Kale (Kailan) (Per Kilogram),5.06
1/8/2019,Chinese Kale (Kailan) (Per Kilogram),5.05
1/9/2019,Chinese Kale (Kailan) (Per Kilogram),5.03
1/10/2019,Chinese Kale (Kailan) (Per Kilogram),5.05
1/11/2019,Chinese Kale (Kailan) (Per Kilogram),5.04
1/12/2019,Chinese Kale (Kailan) (Per Kilogram),5.07
1/1/2020,Chinese Kale (Kailan) (Per Kilogram),5.05
1/2/2020,Chinese Kale (Kailan) (Per Kilogram),5.26
1/3/2020,Chinese Kale (Kailan) (Per Kilogram),5.2
1/4/2020,Chinese Kale (Kailan) (Per Kilogram),5.22
1/5/2020,Chinese Kale (Kailan) (Per Kilogram),5.21
1/6/2020,Chinese Kale (Kailan) (Per Kilogram),5.15
1/7/2020,Chinese Kale (Kailan) (Per Kilogram),5.17
1/8/2020,Chinese Kale (Kailan) (Per Kilogram),5.11
1/9/2020,Chinese Kale (Kailan) (Per Kilogram),5.17
1/10/2020,Chinese Kale (Kailan) (Per Kilogram),5.28
1/11/2020,Chinese Kale (Kailan) (Per Kilogram),5.24
1/12/2020,Chinese Kale (Kailan) (Per Kilogram),5.19
1/1/2021,Chinese Kale (Kailan) (Per Kilogram),5.25
1/2/2021,Chinese Kale (Kailan) (Per Kilogram),5.13
1/3/2021,Chinese Kale (Kailan) (Per Kilogram),5.2
1/4/2021,Chinese Kale (Kailan) (Per Kilogram),5.25
1/5/2021,Chinese Kale (Kailan) (Per Kilogram),5.18
1/6/2021,Chinese Kale (Kailan) (Per Kilogram),5.2
1/7/2021,Chinese Kale (Kailan) (Per Kilogram),5.17
1/8/2021,Chinese Kale (Kailan) (Per Kilogram),5.2
1/9/2021,Chinese Kale (Kailan) (Per Kilogram),5.25
1/10/2021,Chinese Kale (Kailan) (Per Kilogram),5.26
1/11/2021,Chinese Kale (Kailan) (Per Kilogram),5.35
1/12/2021,Chinese Kale (Kailan) (Per Kilogram),5.48
1/1/2022,Chinese Kale (Kailan) (Per Kilogram),5.35
1/2/2022,Chinese Kale (Kailan) (Per Kilogram),5.29
1/3/2022,Chinese Kale (Kailan) (Per Kilogram),5.42
1/4/2022,Chinese Kale (Kailan) (Per Kilogram),5.32
1/5/2022,Chinese Kale (Kailan) (Per Kilogram),5.38
1/6/2022,Chinese Kale (Kailan) (Per Kilogram),5.22
1/7/2022,Chinese Kale (Kailan) (Per Kilogram),5.34
1/8/2022,Chinese Kale (Kailan) (Per Kilogram),5.35
1/9/2022,Chinese Kale (Kailan) (Per Kilogram),5.35
1/10/2022,Chinese Kale (Kailan) (Per Kilogram),5.33
1/11/2022,Chinese Kale (Kailan) (Per Kilogram),5.33
1/12/2022,Chinese Kale (Kailan) (Per Kilogram),5.35
1/1/2014,"Chicken Wing, Chilled (Per Kilogram)",7.75
1/2/2014,"Chicken Wing, Chilled (Per Kilogram)",7.81
1/3/2014,"Chicken Wing, Chilled (Per Kilogram)",7.9
1/4/2014,"Chicken Wing, Chilled (Per Kilogram)",7.95
1/5/2014,"Chicken Wing, Chilled (Per Kilogram)",7.93
1/6/2014,"Chicken Wing, Chilled (Per Kilogram)",7.95
1/7/2014,"Chicken Wing, Chilled (Per Kilogram)",7.9
1/8/2014,"Chicken Wing, Chilled (Per Kilogram)",7.87
1/9/2014,"Chicken Wing, Chilled (Per Kilogram)",7.81
1/10/2014,"Chicken Wing, Chilled (Per Kilogram)",7.81
1/11/2014,"Chicken Wing, Chilled (Per Kilogram)",7.88
1/12/2014,"Chicken Wing, Chilled (Per Kilogram)",7.87
1/1/2015,"Chicken Wing, Chilled (Per Kilogram)",7.96
1/2/2015,"Chicken Wing, Chilled (Per Kilogram)",8.01
1/3/2015,"Chicken Wing, Chilled (Per Kilogram)",7.87
1/4/2015,"Chicken Wing, Chilled (Per Kilogram)",8
1/5/2015,"Chicken Wing, Chilled (Per Kilogram)",8.11
1/6/2015,"Chicken Wing, Chilled (Per Kilogram)",8.11
1/7/2015,"Chicken Wing, Chilled (Per Kilogram)",7.78
1/8/2015,"Chicken Wing, Chilled (Per Kilogram)",7.75
1/9/2015,"Chicken Wing, Chilled (Per Kilogram)",7.74
1/10/2015,"Chicken Wing, Chilled (Per Kilogram)",7.8
1/11/2015,"Chicken Wing, Chilled (Per Kilogram)",7.78
1/12/2015,"Chicken Wing, Chilled (Per Kilogram)",7.77
1/1/2016,"Chicken Wing, Chilled (Per Kilogram)",8.04
1/2/2016,"Chicken Wing, Chilled (Per Kilogram)",8.14
1/3/2016,"Chicken Wing, Chilled (Per Kilogram)",8.07
1/4/2016,"Chicken Wing, Chilled (Per Kilogram)",8.06
1/5/2016,"Chicken Wing, Chilled (Per Kilogram)",8.09
1/6/2016,"Chicken Wing, Chilled (Per Kilogram)",8.02
1/7/2016,"Chicken Wing, Chilled (Per Kilogram)",7.95
1/8/2016,"Chicken Wing, Chilled (Per Kilogram)",8.02
1/9/2016,"Chicken Wing, Chilled (Per Kilogram)",8.01
1/10/2016,"Chicken Wing, Chilled (Per Kilogram)",8.01
1/11/2016,"Chicken Wing, Chilled (Per Kilogram)",8.02
1/12/2016,"Chicken Wing, Chilled (Per Kilogram)",8.01
1/1/2017,"Chicken Wing, Chilled (Per Kilogram)",8
1/2/2017,"Chicken Wing, Chilled (Per Kilogram)",8
1/3/2017,"Chicken Wing, Chilled (Per Kilogram)",8
1/4/2017,"Chicken Wing, Chilled (Per Kilogram)",8.01
1/5/2017,"Chicken Wing, Chilled (Per Kilogram)",8
1/6/2017,"Chicken Wing, Chilled (Per Kilogram)",7.97
1/7/2017,"Chicken Wing, Chilled (Per Kilogram)",8
1/8/2017,"Chicken Wing, Chilled (Per Kilogram)",8
1/9/2017,"Chicken Wing, Chilled (Per Kilogram)",8.09
1/10/2017,"Chicken Wing, Chilled (Per Kilogram)",8.08
1/11/2017,"Chicken Wing, Chilled (Per Kilogram)",8.08
1/12/2017,"Chicken Wing, Chilled (Per Kilogram)",8.08
1/1/2018,"Chicken Wing, Chilled (Per Kilogram)",8.07
1/2/2018,"Chicken Wing, Chilled (Per Kilogram)",8.08
1/3/2018,"Chicken Wing, Chilled (Per Kilogram)",8.02
1/4/2018,"Chicken Wing, Chilled (Per Kilogram)",8.03
1/5/2018,"Chicken Wing, Chilled (Per Kilogram)",8.07
1/6/2018,"Chicken Wing, Chilled (Per Kilogram)",8.05
1/7/2018,"Chicken Wing, Chilled (Per Kilogram)",8.05
1/8/2018,"Chicken Wing, Chilled (Per Kilogram)",8.06
1/9/2018,"Chicken Wing, Chilled (Per Kilogram)",8.05
1/10/2018,"Chicken Wing, Chilled (Per Kilogram)",8.06
1/11/2018,"Chicken Wing, Chilled (Per Kilogram)",8.05
1/12/2018,"Chicken Wing, Chilled (Per Kilogram)",8.04
1/1/2019,"Chicken Wing, Chilled (Per Kilogram)",8.44
1/2/2019,"Chicken Wing, Chilled (Per Kilogram)",8.44
1/3/2019,"Chicken Wing, Chilled (Per Kilogram)",8.44
1/4/2019,"Chicken Wing, Chilled (Per Kilogram)",8.41
1/5/2019,"Chicken Wing, Chilled (Per Kilogram)",8.38
1/6/2019,"Chicken Wing, Chilled (Per Kilogram)",8.38
1/7/2019,"Chicken Wing, Chilled (Per Kilogram)",8.37
1/8/2019,"Chicken Wing, Chilled (Per Kilogram)",8.37
1/9/2019,"Chicken Wing, Chilled (Per Kilogram)",8.38
1/10/2019,"Chicken Wing, Chilled (Per Kilogram)",8.38
1/11/2019,"Chicken Wing, Chilled (Per Kilogram)",8.38
1/12/2019,"Chicken Wing, Chilled (Per Kilogram)",8.37
1/1/2020,"Chicken Wing, Chilled (Per Kilogram)",8.52
1/2/2020,"Chicken Wing, Chilled (Per Kilogram)",8.52
1/3/2020,"Chicken Wing, Chilled (Per Kilogram)",8.52
1/4/2020,"Chicken Wing, Chilled (Per Kilogram)",8.67
1/5/2020,"Chicken Wing, Chilled (Per Kilogram)",8.67
1/6/2020,"Chicken Wing, Chilled (Per Kilogram)",8.42
1/7/2020,"Chicken Wing, Chilled (Per Kilogram)",8.43
1/8/2020,"Chicken Wing, Chilled (Per Kilogram)",8.41
1/9/2020,"Chicken Wing, Chilled (Per Kilogram)",8.19
1/10/2020,"Chicken Wing, Chilled (Per Kilogram)",8.24
1/11/2020,"Chicken Wing, Chilled (Per Kilogram)",8.26
1/12/2020,"Chicken Wing, Chilled (Per Kilogram)",8.31
1/1/2021,"Chicken Wing, Chilled (Per Kilogram)",8.28
1/2/2021,"Chicken Wing, Chilled (Per Kilogram)",8.31
1/3/2021,"Chicken Wing, Chilled (Per Kilogram)",8.28
1/4/2021,"Chicken Wing, Chilled (Per Kilogram)",8.17
1/5/2021,"Chicken Wing, Chilled (Per Kilogram)",8.16
1/6/2021,"Chicken Wing, Chilled (Per Kilogram)",8.1
1/7/2021,"Chicken Wing, Chilled (Per Kilogram)",8.16
1/8/2021,"Chicken Wing, Chilled (Per Kilogram)",8.25
1/9/2021,"Chicken Wing, Chilled (Per Kilogram)",8.25
1/10/2021,"Chicken Wing, Chilled (Per Kilogram)",8.25
1/11/2021,"Chicken Wing, Chilled (Per Kilogram)",8.28
1/12/2021,"Chicken Wing, Chilled (Per Kilogram)",8.71
1/1/2022,"Chicken Wing, Chilled (Per Kilogram)",8.76
1/2/2022,"Chicken Wing, Chilled (Per Kilogram)",8.8
1/3/2022,"Chicken Wing, Chilled (Per Kilogram)",8.75
1/4/2022,"Chicken Wing, Chilled (Per Kilogram)",9.45
1/5/2022,"Chicken Wing, Chilled (Per Kilogram)",10.43
1/6/2022,"Chicken Wing, Chilled (Per Kilogram)",11.21
1/7/2022,"Chicken Wing, Chilled (Per Kilogram)",11.32
1/8/2022,"Chicken Wing, Chilled (Per Kilogram)",11.41
1/9/2022,"Chicken Wing, Chilled (Per Kilogram)",11.35
1/10/2022,"Chicken Wing, Chilled (Per Kilogram)",11.21
1/11/2022,"Chicken Wing, Chilled (Per Kilogram)",11.66
1/12/2022,"Chicken Wing, Chilled (Per Kilogram)",11.67
1/1/2014,Chicken Rice (Per Plate),3.13
1/2/2014,Chicken Rice (Per Plate),3.13
1/3/2014,Chicken Rice (Per Plate),3.13
1/4/2014,Chicken Rice (Per Plate),3.13
1/5/2014,Chicken Rice (Per Plate),3.13
1/6/2014,Chicken Rice (Per Plate),3.13
1/7/2014,Chicken Rice (Per Plate),3.15
1/8/2014,Chicken Rice (Per Plate),3.15
1/9/2014,Chicken Rice (Per Plate),3.15
1/10/2014,Chicken Rice (Per Plate),3.16
1/11/2014,Chicken Rice (Per Plate),3.16
1/12/2014,Chicken Rice (Per Plate),3.19
1/1/2015,Chicken Rice (Per Plate),3.19
1/2/2015,Chicken Rice (Per Plate),3.2
1/3/2015,Chicken Rice (Per Plate),3.2
1/4/2015,Chicken Rice (Per Plate),3.21
1/5/2015,Chicken Rice (Per Plate),3.21
1/6/2015,Chicken Rice (Per Plate),3.21
1/7/2015,Chicken Rice (Per Plate),3.21
1/8/2015,Chicken Rice (Per Plate),3.21
1/9/2015,Chicken Rice (Per Plate),3.22
1/10/2015,Chicken Rice (Per Plate),3.22
1/11/2015,Chicken Rice (Per Plate),3.22
1/12/2015,Chicken Rice (Per Plate),3.22
1/1/2016,Chicken Rice (Per Plate),3.22
1/2/2016,Chicken Rice (Per Plate),3.24
1/3/2016,Chicken Rice (Per Plate),3.24
1/4/2016,Chicken Rice (Per Plate),3.24
1/5/2016,Chicken Rice (Per Plate),3.25
1/6/2016,Chicken Rice (Per Plate),3.25
1/7/2016,Chicken Rice (Per Plate),3.26
1/8/2016,Chicken Rice (Per Plate),3.26
1/9/2016,Chicken Rice (Per Plate),3.27
1/10/2016,Chicken Rice (Per Plate),3.27
1/11/2016,Chicken Rice (Per Plate),3.27
1/12/2016,Chicken Rice (Per Plate),3.27
1/1/2017,Chicken Rice (Per Plate),3.27
1/2/2017,Chicken Rice (Per Plate),3.27
1/3/2017,Chicken Rice (Per Plate),3.29
1/4/2017,Chicken Rice (Per Plate),3.29
1/5/2017,Chicken Rice (Per Plate),3.3
1/6/2017,Chicken Rice (Per Plate),3.3
1/7/2017,Chicken Rice (Per Plate),3.3
1/8/2017,Chicken Rice (Per Plate),3.3
1/9/2017,Chicken Rice (Per Plate),3.3
1/10/2017,Chicken Rice (Per Plate),3.3
1/11/2017,Chicken Rice (Per Plate),3.3
1/12/2017,Chicken Rice (Per Plate),3.3
